review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R2GDU8SWDB36IT,,,,,
R1J9BCYO1QFPNM,,,,,
R29LINXAYP0J8S,,,,,
R7KB5JNSX0WC0,,,,,
R8V0FJRO7VW15,,,,,
R1SOYPVWNOCMW0,,,,,
